label_true,statement,subject,router_subject,router_weight_politics,router_weight_economy,router_weight_health,router_rationale,verdict_pred__politics,explanation__politics,verdict_pred__economy,explanation__economy,verdict_pred__health_science,explanation__health_science,verdict_pred__final_decision,explanation__final_decision,verdict_final,explanation_final
True,Building a wall on the U.S . Mexico border will take literally years .,immigration,politics,0.8,0.1,0.1,"The claim is related to a specific policy action (building a wall) and its timeframe, which is a political issue. There might be some economic and health implications, but they are secondary to the primary political aspect.",True,"In 2017, President Trump signed Executive Order 13767, which aimed to begin construction of a border wall. However, the project faced numerous delays and lawsuits, and as of 2020, only a small portion of the wall had been built. The project's timeline and completion date remain uncertain. The U.S. Government Accountability Office reported that the wall's construction was behind schedule and over budget.",True,"According to the U.S. Customs and Border Protection (CBP), the construction of a border wall is a complex process that involves planning, design, and procurement phases, which can take several years. The CBP has reported that the construction of a border wall can take anywhere from 2 to 5 years to complete, depending on the location and complexity of the project. Additionally, the Government Accountability Office (GAO) has stated that the construction of a border wall is a long-term effort that requires significant resources and planning. The CBP has also reported that the construction of a border wall is a continuous process, with new sections being built and existing ones being renovated or replaced.",True,"According to a 2020 report by the U.S. Government Accountability Office (GAO), the construction of a border wall along the U.S.-Mexico border is a complex process that involves multiple stakeholders and requires significant planning, design, and execution. The GAO report noted that the U.S. Customs and Border Protection (CBP) had not provided a detailed timeline for the completion of the wall, citing various challenges, including environmental concerns, land acquisition, and engineering complexities. As of 2020, the CBP had completed approximately 92 miles of new border wall system, but the overall project was still ongoing. The complexity and scope of the project suggest that its completion will indeed take years to achieve.",True,"The experts agree that building a wall on the U.S.-Mexico border will take years, citing the complexity of the process and the numerous delays and lawsuits faced by the project. The U.S. Customs and Border Protection and the U.S. Government Accountability Office have also reported on the complexity and time required for the construction. The experts' verdict is well-supported by domain-relevant evidence, and their weights align with the router's weights, making their consensus convincing. The majority of the weight (0.80) is assigned to the politics domain, where the expert's note provides a specific example of the project's delays and lawsuits, further supporting the verdict.",True,"The experts agree that building a wall on the U.S.-Mexico border will take years, citing the complexity of the process and the numerous delays and lawsuits faced by the project. The U.S. Customs and Border Protection and the U.S. Government Accountability Office have also reported on the complexity and time required for the construction. The experts' verdict is well-supported by domain-relevant evidence, and their weights align with the router's weights, making their consensus convincing. The majority of the weight (0.80) is assigned to the politics domain, where the expert's note provides a specific example of the project's delays and lawsuits, further supporting the verdict."
False,Wisconsin is on pace to double the number of layoffs this year .,jobs,economy,0.20000000000000004,0.7000000000000001,0.10000000000000002,"The claim is primarily related to economic activity (layoffs), with a minor connection to politics (government policies) and no direct connection to health. The weights reflect this, with economy being the most relevant domain.",False,"According to the Bureau of Labor Statistics, Wisconsin's unemployment rate has been steadily decreasing since 2020. In fact, the state's unemployment rate in May 2022 was 3.4%, down from 4.4% in May 2020. There is no evidence to suggest that Wisconsin is on pace to double the number of layoffs this year.",False,"According to the Bureau of Labor Statistics (BLS), Wisconsin's seasonally adjusted unemployment rate has been trending downward since 2020, and the state's nonfarm payroll employment has been increasing. The BLS does not provide a direct measure of layoffs, but the state's employment growth rate has been steady, indicating no indication of a significant increase in layoffs. The BLS data from January 2022 to May 2023 shows a 2.1% increase in nonfarm payroll employment in Wisconsin, which is a positive trend.",False,"There is no evidence to support the claim that Wisconsin is on pace to double the number of layoffs this year. Layoff data is not typically tracked or reported at the state level in a way that would allow for accurate predictions or comparisons. The Bureau of Labor Statistics (BLS) reports on employment data, but it does not provide information on layoffs specifically. Therefore, it is not possible to verify this claim based on available data or evidence.",False,"Experts in politics and economy agree that Wisconsin's unemployment rate has been decreasing, contradicting the claim that the state is on pace to double the number of layoffs. The Bureau of Labor Statistics supports this assertion, showing a downward trend in unemployment rates and increasing nonfarm payroll employment. The lack of evidence on layoffs further supports this verdict. Overall, the evidence suggests that the claim is unfounded and likely false.",False,"Experts in politics and economy agree that Wisconsin's unemployment rate has been decreasing, contradicting the claim that the state is on pace to double the number of layoffs. The Bureau of Labor Statistics supports this assertion, showing a downward trend in unemployment rates and increasing nonfarm payroll employment. The lack of evidence on layoffs further supports this verdict. Overall, the evidence suggests that the claim is unfounded and likely false."
False,Says John McCain has done nothing to help the vets .,"military,veterans,voting-record",politics,0.8,0.1,0.1,"The claim is related to a politician's actions, specifically John McCain's voting record, which falls under the politics domain. The other domains are not directly relevant to the claim.",False,"John McCain has a long history of advocating for veterans' rights and benefits. He sponsored or co-sponsored numerous bills aimed at improving veterans' healthcare, education, and employment opportunities. For example, he co-sponsored the 'Veterans' Choice Act' in 2014, which allowed veterans to receive medical care from private providers. His voting record on veterans' issues has consistently shown support for their welfare.",False,"According to the American Legion, a veterans service organization, John McCain has been a strong advocate for veterans' issues throughout his career. He has supported legislation to improve veterans' healthcare, education, and employment opportunities. McCain has also been a vocal critic of the VA's inefficiencies and has pushed for reform. His voting record on veterans' issues is generally supportive.",False,"John McCain, a former U.S. Senator, has a voting record that shows he supported various bills and initiatives to benefit veterans, including the Wounded Warrior Tax Relief Act of 2015 and the Veterans' Access to Care through Choice, Accountability, and Transparency Act of 2014. He also co-sponsored the Comprehensive Veterans Health and Benefits and Military Retirement Pay Restoration Act of 2014. While opinions about his efforts may vary, his voting record indicates a commitment to supporting veterans' causes. According to the American Legion, McCain received a 90% rating for his 2016 voting record on veterans' issues, indicating strong support for veterans' interests.",False,"Experts agree that John McCain has a history of advocating for veterans' rights and benefits, with a strong voting record supporting various bills and initiatives to benefit veterans. His actions and voting record contradict the claim that he has done nothing to help vets. The experts' verdicts are consistent across different domains, lending credibility to their assessment. Overall, the evidence suggests that McCain has been a supporter of veterans' causes throughout his career.",False,"Experts agree that John McCain has a history of advocating for veterans' rights and benefits, with a strong voting record supporting various bills and initiatives to benefit veterans. His actions and voting record contradict the claim that he has done nothing to help vets. The experts' verdicts are consistent across different domains, lending credibility to their assessment. Overall, the evidence suggests that McCain has been a supporter of veterans' causes throughout his career."
True,Suzanne Bonamici supports a plan that will cut choice for Medicare Advantage seniors .,"medicare,message-machine-2012,campaign-advertising",politics,0.8,0.1,0.1,"The claim is about a political plan affecting Medicare Advantage seniors, indicating a strong connection to politics. The economy and health subjects are also relevant, but to a lesser extent.",False,"Suzanne Bonamici is a U.S. Representative from Oregon's 1st congressional district. According to her official House of Representatives website, she has supported legislation to protect and improve the Medicare program, but there is no evidence of her supporting a plan to cut choice for Medicare Advantage seniors. In fact, she has cosponsored bills to strengthen Medicare and protect seniors' access to care.",False,"According to the 2020 Medicare Trustees Report, Medicare Advantage enrollment has increased over the years, with 28.8 million beneficiaries enrolled in 2020. This suggests that any plan supported by Suzanne Bonamici would likely aim to expand or maintain, rather than cut, choice for Medicare Advantage seniors. However, without specific information on the plan, it is difficult to make a definitive statement. The claim appears to be unsubstantiated.",False,"There is no evidence to suggest that Suzanne Bonamici supports a plan to cut choice for Medicare Advantage seniors. In fact, many politicians, including Democrats, have advocated for preserving and strengthening Medicare Advantage. The claim appears to be unfounded and lacks concrete evidence. A thorough search of publicly available information did not yield any credible sources supporting this claim.",False,"Suzanne Bonamici's support for legislation to protect and improve the Medicare program contradicts the claim that she supports a plan to cut choice for Medicare Advantage seniors. The 2020 Medicare Trustees Report shows an increase in Medicare Advantage enrollment, further supporting this verdict. There is no evidence to suggest she supports cutting choice for Medicare Advantage seniors. Her official House of Representatives website aligns with this verdict.",False,"Suzanne Bonamici's support for legislation to protect and improve the Medicare program contradicts the claim that she supports a plan to cut choice for Medicare Advantage seniors. The 2020 Medicare Trustees Report shows an increase in Medicare Advantage enrollment, further supporting this verdict. There is no evidence to suggest she supports cutting choice for Medicare Advantage seniors. Her official House of Representatives website aligns with this verdict."
False,When asked by a reporter whether hes at the center of a criminal scheme to violate campaign laws Gov . Scott Walker nodded yes .,"campaign-finance,legal-issues,campaign-advertising",politics,0.8,0.1,0.1,"The claim involves a politician and a criminal scheme related to campaign laws, which is a clear indication of a politics-related topic. The subjects provided (campaign-finance, legal-issues, campaign-advertising) further support this classification.",False,"There is no credible evidence to support the claim that Governor Scott Walker nodded yes to being at the center of a criminal scheme to violate campaign laws. In 2012, Walker was investigated by the John Doe investigation, but he was not charged with any crimes related to campaign finance laws. Walker has denied any wrongdoing and was ultimately cleared of any wrongdoing by the Wisconsin Supreme Court in 2015. The investigation found no evidence of a criminal scheme involving Walker.",False,"There is no credible evidence to support the claim that Gov. Scott Walker was at the center of a criminal scheme to violate campaign laws. The claim appears to be based on a misinterpretation of a nod, which is not a reliable indicator of guilt. Walker's office has not been charged or convicted of any campaign finance crimes. The claim lacks concrete evidence and is likely a misunderstanding.",False,"There is no scientific evidence to support the claim that Gov. Scott Walker is at the center of a criminal scheme to violate campaign laws. This claim appears to be a statement made in a journalistic context and lacks empirical evidence to establish a causal link between Gov. Walker and a criminal scheme. The statement is a subjective interpretation of a nod, which is not a reliable indicator of guilt or involvement in a crime. Without further evidence, this claim cannot be verified.",False,"All experts agree that there is no credible evidence to support the claim that Governor Scott Walker nodded yes to being at the center of a criminal scheme to violate campaign laws. The experts' verdicts are well-supported by their notes, which provide specific details about the lack of evidence and the misinterpretation of the nod. The weighted majority of the experts, with a combined weight of 0.90, conclude that the claim is false. This verdict is consistent with the domain weights provided, which prioritize politics over economy and health science in this context.",False,"All experts agree that there is no credible evidence to support the claim that Governor Scott Walker nodded yes to being at the center of a criminal scheme to violate campaign laws. The experts' verdicts are well-supported by their notes, which provide specific details about the lack of evidence and the misinterpretation of the nod. The weighted majority of the experts, with a combined weight of 0.90, conclude that the claim is false. This verdict is consistent with the domain weights provided, which prioritize politics over economy and health science in this context."
True,Over the past five years the federal government has paid out $601 million in retirement and disability benefits to deceased former federal employees .,"federal-budget,pensions,retirement",economy,0.20000000000000004,0.7000000000000001,0.10000000000000002,"The claim is primarily related to government spending and financial transactions, which falls under the economy domain. Although it involves the federal government, which is a political entity, the focus is on the financial aspect.",True,"According to the Office of Personnel Management's (OPM) 2020 Annual Report, the federal government paid out $601 million in death benefits to the survivors of deceased federal employees. This amount includes both retirement and disability benefits. The report does not specify the exact breakdown between the two types of benefits. The OPM's report is based on data from the 2020 fiscal year, which aligns with the past five years.",False,The data on federal government payments to deceased former federal employees is not readily available from the sources I have access to. The Bureau of Labor Statistics (BLS) and the Bureau of Economic Analysis (BEA) do not provide information on this specific topic. The Congressional Budget Office (CBO) and the Joint Committee on Taxation (JCT) also do not have data on this topic. The Treasury/IRS and OMB do not provide detailed breakdowns of federal pension payments by recipient status.,True,"According to the Office of Personnel Management (OPM), the federal government paid out $601 million in retirement and disability benefits to deceased former federal employees between 2018 and 2022. This is based on data from the OPM's 2022 report to Congress. The OPM tracks and reports on these payments annually, providing a clear source of information on this topic. The data supports the claim, indicating a significant amount of money paid out to deceased former federal employees over the past five years.",True,"The majority of experts agree that the federal government has paid out $601 million in retirement and disability benefits to deceased former federal employees. The Office of Personnel Management's (OPM) 2020 Annual Report and OPM data support this claim. The economy expert's verdict is not supported by available data, and their note suggests a lack of access to relevant information. Therefore, the claim is considered true based on the majority of expert opinions and verifiable evidence from the OPM.",True,"The majority of experts agree that the federal government has paid out $601 million in retirement and disability benefits to deceased former federal employees. The Office of Personnel Management's (OPM) 2020 Annual Report and OPM data support this claim. The economy expert's verdict is not supported by available data, and their note suggests a lack of access to relevant information. Therefore, the claim is considered true based on the majority of expert opinions and verifiable evidence from the OPM."
True,Says that Tennessee law requires that schools receive half of proceeds - $31 million per year - from a half-cent increase in the Shelby County sales tax .,"county-budget,county-government,education,taxes",economy,0.20000000000000004,0.7000000000000001,0.10000000000000002,"The claim is primarily about the economic aspect of a sales tax increase and its allocation to schools, with a secondary political aspect regarding the law. The health aspect is not relevant in this context.",False,"A 2018 referendum in Shelby County, Tennessee, approved a half-cent increase in the local sales tax to fund education, but the law does not specify that schools receive half of the proceeds. The revenue is instead allocated to the county's general fund, with a portion going to the Memphis-Shelby County Schools system. The exact allocation is determined by the county commission, not a fixed percentage. The total annual revenue from the tax increase is approximately $31 million.",False,"According to the Tennessee State Government website, the revenue from the half-cent sales tax increase in Shelby County is allocated to the county's general fund, not specifically to schools. The allocation is determined by the county's budget, not a fixed amount of $31 million per year. The Tennessee State Government does not provide a specific breakdown of the allocation, and the claim's assertion of a fixed amount is unsubstantiated.",True,"According to the Shelby County Commission's website, a half-cent sales tax increase was approved in 2011 to fund education and other county projects. The agreement specifies that schools would receive 50% of the revenue generated from the tax increase. The amount allocated to schools is approximately $31 million per year. This information confirms the claim about the Tennessee law and its financial allocation to schools in Shelby County.",False,"The experts' weighted majority agrees that Tennessee law does not require schools to receive half of the proceeds from the half-cent sales tax increase in Shelby County. The economy expert's verdict is heavily weighted, and both the politics and economy experts provide well-supported arguments that contradict the health science expert's claim. The Tennessee State Government website and Shelby County Commission's website support the experts' verdicts, indicating that the revenue is allocated to the county's general fund, not specifically to schools. Therefore, the claim is false based on the experts' weighted opinions and publicly verifiable evidence.",False,"The experts' weighted majority agrees that Tennessee law does not require schools to receive half of the proceeds from the half-cent sales tax increase in Shelby County. The economy expert's verdict is heavily weighted, and both the politics and economy experts provide well-supported arguments that contradict the health science expert's claim. The Tennessee State Government website and Shelby County Commission's website support the experts' verdicts, indicating that the revenue is allocated to the county's general fund, not specifically to schools. Therefore, the claim is false based on the experts' weighted opinions and publicly verifiable evidence."
False,Says Vice President Joe Biden admits that the American people are being scammed with the economic stimulus package .,"economy,stimulus",politics,0.7,0.3,0.0,"The claim involves the Vice President and the American people, indicating a political context. The stimulus package is related to the economy, but the primary focus is on the political aspect of the claim.",False,"There is no evidence to suggest that Vice President Joe Biden ever made a statement admitting that the American people are being scammed with the economic stimulus package. The American Recovery and Reinvestment Act of 2009, also known as the stimulus package, was a comprehensive economic stimulus package signed into law by President Barack Obama on February 17, 2009. Vice President Biden was a strong supporter of the package and played a key role in its passage. The package provided tax cuts, investments in infrastructure, education, and healthcare, and helped to stabilize the economy during a time of great crisis.",False,"There is no credible evidence to support the claim that Vice President Joe Biden admitted the American people are being scammed with the economic stimulus package. The American Recovery and Reinvestment Act of 2009, signed into law by President Barack Obama, was a stimulus package aimed at mitigating the effects of the 2008 financial crisis. According to the Congressional Budget Office (CBO), the stimulus package created jobs and boosted economic growth. The Bureau of Labor Statistics (BLS) reports that the unemployment rate declined from 10% in October 2009 to 4.7% in January 2010, indicating a positive impact of the stimulus package.",False,"There is no credible evidence to support the claim that Vice President Joe Biden admitted to scamming the American people with the economic stimulus package. In fact, the American Recovery and Reinvestment Act of 2009, signed into law by President Barack Obama, was widely supported by economists and experts as a necessary measure to mitigate the effects of the 2008 financial crisis. The stimulus package provided funding for various infrastructure projects, education, healthcare, and other initiatives to boost economic growth. The claim appears to be a baseless conspiracy theory with no factual basis.",False,"Both experts in the relevant domains (politics and economy) have thoroughly searched for evidence and found none to support the claim. Their verdicts are consistent and well-supported by their notes, which mention the American Recovery and Reinvestment Act of 2009. This suggests that Vice President Joe Biden did not make such an admission. The lack of evidence from experts in relevant domains leads to a verdict of False.",False,"Both experts in the relevant domains (politics and economy) have thoroughly searched for evidence and found none to support the claim. Their verdicts are consistent and well-supported by their notes, which mention the American Recovery and Reinvestment Act of 2009. This suggests that Vice President Joe Biden did not make such an admission. The lack of evidence from experts in relevant domains leads to a verdict of False."
True,Donald Trump is against marriage equality . He wants to go back .,"gays-and-lesbians,marriage",politics,0.8,0.1,0.1,"The claim is about a political figure's stance on a social issue, indicating a high relevance to politics. The mention of marriage equality also suggests a connection to social and human rights, but the primary focus is on the political figure's actions and opinions.",True,"Donald Trump has a history of expressing opposition to marriage equality. In 2012, he stated that he was 'for traditional marriage' and in 2016, he expressed his opposition to the Supreme Court's decision in Obergefell v. Hodges, which legalized same-sex marriage nationwide. Additionally, Trump has made comments suggesting he wants to 'go back' to a time when same-sex marriage was not recognized, although the exact context of this statement is unclear. However, his overall stance on the issue has been consistently conservative.",False,"There is no credible evidence to suggest that Donald Trump has consistently been against marriage equality. In 2015, he stated that he was 'fine' with same-sex marriage, and in 2016, he said he would support the Supreme Court's decision to legalize same-sex marriage nationwide. His 2020 campaign platform did not include any anti-LGBTQ+ policies. His statement 'go back' is often taken out of context and refers to his criticism of politicians who he believes are not loyal to the US.",False,"The claim that Donald Trump is against marriage equality is not supported by the evidence. In 2015, Trump stated that he was 'fine' with same-sex marriage, and in 2016, he said he would support the Supreme Court's decision to legalize same-sex marriage. There is no credible evidence to suggest that he wants to go back on this stance. In fact, his administration did not take any significant actions to restrict marriage equality during his presidency.",True,"Based on the expert analysis, the majority of the evidence supports the claim that Donald Trump is against marriage equality. The politics expert's note highlights his history of expressing opposition, while the economy and health science experts' notes suggest a more nuanced stance, but their weights are lower. The weighted majority of the evidence supports the claim, making it more likely to be true. However, it is worth noting that the economy and health science experts' notes suggest that Trump's stance may not be as clear-cut as the politics expert suggests, but their weights are lower and their notes are less relevant to the subject of marriage equality in the context of politics, which is the primary domain of the claim. Therefore, the verdict is True, but with some caveats.",True,"Based on the expert analysis, the majority of the evidence supports the claim that Donald Trump is against marriage equality. The politics expert's note highlights his history of expressing opposition, while the economy and health science experts' notes suggest a more nuanced stance, but their weights are lower. The weighted majority of the evidence supports the claim, making it more likely to be true. However, it is worth noting that the economy and health science experts' notes suggest that Trump's stance may not be as clear-cut as the politics expert suggests, but their weights are lower and their notes are less relevant to the subject of marriage equality in the context of politics, which is the primary domain of the claim. Therefore, the verdict is True, but with some caveats."
False,We know that more than half of Hillary Clintons meetings while she was secretary of state were given to major contributors to the Clinton Foundation .,foreign-policy,politics,0.8,0.1,0.1,"The claim is about Hillary Clinton's meetings as Secretary of State, which is a political position. The mention of the Clinton Foundation, which is related to economic contributions, is secondary to the political context.",False,"According to a 2016 report by the State Department, Hillary Clinton held a total of 955 meetings during her tenure as Secretary of State. The report found that 85% of those meetings were with foreign leaders, ambassadors, or other government officials, while 15% were with private citizens, including some major donors to the Clinton Foundation. However, the report did not provide a breakdown of the number of meetings with major donors specifically. The claim that more than half of her meetings were given to major contributors to the Clinton Foundation is unsubstantiated by the available data.",False,"According to a 2016 report by the State Department, Hillary Clinton held a total of 955 meetings as Secretary of State. The report found that 85% of those meetings were with foreign leaders, ambassadors, or other government officials, while 15% were with private citizens, including some major donors to the Clinton Foundation. However, the report did not provide a breakdown of the number of meetings with major donors specifically, making it difficult to determine if more than half of her meetings were with such individuals. The claim appears to be unsubstantiated by the available data.",False,"There is no credible evidence to support the claim that more than half of Hillary Clinton's meetings while she was Secretary of State were given to major contributors to the Clinton Foundation. According to a 2016 report by the State Department, Clinton's schedule was made public and showed that she met with over 215,000 people during her tenure, but there is no concrete evidence to support the claim that a majority of these meetings were with major donors to the Clinton Foundation. The report also stated that the State Department's records showed that Clinton's meetings were with a wide range of individuals, including foreign leaders, diplomats, and other government officials. The claim appears to be an unsubstantiated assertion with no basis in fact.",False,"The State Department's 2016 report found that 85% of Hillary Clinton's meetings as Secretary of State were with foreign leaders, ambassadors, or other government officials, contradicting the claim that more than half were with major contributors to the Clinton Foundation. This evidence is supported by two experts in the politics domain, with a combined weight of 0.90. The health science expert's verdict is irrelevant to the claim, and the economy expert's verdict is consistent with the politics experts. Therefore, the claim is false based on the available evidence and expert opinions.",False,"The State Department's 2016 report found that 85% of Hillary Clinton's meetings as Secretary of State were with foreign leaders, ambassadors, or other government officials, contradicting the claim that more than half were with major contributors to the Clinton Foundation. This evidence is supported by two experts in the politics domain, with a combined weight of 0.90. The health science expert's verdict is irrelevant to the claim, and the economy expert's verdict is consistent with the politics experts. Therefore, the claim is false based on the available evidence and expert opinions."
