file,model,k,mode,n_eval,accuracy,precision_true,recall_true,f1_true,confusion_matrix,domain_acc,n_domain_eval,domain_confusion_matrix
deepseek_test_predictions_with_experts_5.csv,deepseek,5.0,deepseek_k5,1267,0.6606156274664562,0.6491596638655462,0.865546218487395,0.7418967587034814,"[[618  96]
 [334 219]]",0.7876874506708761,1267,"[[538   2  63   7   6   0]
 [  8  99  12   0   3   0]
 [ 54  11 290   9  10   4]
 [  8   1   7  39   2   0]
 [  9   4  18   1  28   1]
 [ 23   0   4   2   0   4]]"
deepseek_test_predictions_with_experts_8.csv,deepseek,8.0,deepseek_k8,1267,0.6101026045777427,0.596830985915493,0.9495798319327731,0.7329729729729729,"[[678  36]
 [458  95]]",0.744277821625888,1267,"[[388  27   1   9  30   6   8   4]
 [  8 118   3  10   2   0   2   0]
 [  6   3  94  10   5   0   4   0]
 [  2   9  10 107  14   0   3   0]
 [ 43   3   8   6 155  10   7   1]
 [ 11   0   1   0   4  36   1   3]
 [  9   1   2   4  11   0  34   0]
 [ 15   2   1   0   4   1   0  11]]"
deepseek_test_predictions_with_experts_12.csv,deepseek,12.0,deepseek_k12,1267,0.6093133385951065,0.5998176845943483,0.9215686274509803,0.7266703478741027,"[[658  56]
 [439 114]]",0.6804878048780488,1230,"[[228  16   2   3   7   0   1   2   1   9   1   5   4]
 [ 33  37   0   1   5   1   1   1   3  20   0   2   3]
 [  9   2   4   0   3   0   1   0   1   2   0   1   0]
 [ 14   1   1  10   8   0   0   4   0   4   0   2   0]
 [  3   0   1   0 101   0   2   1   3   1   1   0   1]
 [  0   1   0   0   0   3   1   0   6   0   1   2   0]
 [  0   0   0   0   2   0   9   0   1   0   0   0   1]
 [  1   0   0   3   1   0   0  11   8   1   0   0   3]
 [  1   2   0   0   3   2   2   3 103   7   4   2   2]
 [ 22   8   2   0   3   0   0   3   7 176  10  13  12]
 [  4   0   0   0   0   0   0   1   5   3  65   0   3]
 [  4   3   3   0   1   0   0   1   0   4   0  42   3]
 [ 10   1   0   0   0   0   1   2   4   9   3   1  48]]"
deepseek_test_predictions_with_experts_12_checkability.csv,deepseek,12.0,deepseek_k12,1267,0.6085240726124704,0.5996343692870201,0.9187675070028011,0.7256637168141593,"[[656  58]
 [438 115]]",0.6574585635359116,1267,"[[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0]
 [  0   4   0   1   0   0   3   2   2   1   9   0   0   0   1]
 [  0   1  10   2   4   0   8   4   1   0  14   0   0   0   0]
 [  1   3   0  41   1   0   1   4   3   0   4   3   0   0   0]
 [  0   0   3   0  11   0   1   1   0   8   1   3   0   0   0]
 [  0   0   0   0   1  65   0   3   0   5   4   3   0   0   0]
 [  2   1   0   0   1   1  99   1   0   3   3   1   0   0   2]
 [  0   2   0  13   3  10   3 176   8   7  22  12   0   0   0]
 [  0   0   1   2   1   0   5  20  37   3  33   3   0   1   1]
 [  0   0   0   2   3   4   3   7   2 103   1   2   0   2   2]
 [  1   2   3   5   2   1   7   9  16   1 227   4   0   0   1]
 [  0   0   0   1   2   3   0   9   1   4  10  48   0   0   1]
 [  0   0   1   1   0   0   2   6   1   3  23   0   0   0   0]
 [  0   0   0   2   0   1   0   0   1   6   0   0   0   3   1]
 [  0   0   0   0   0   0   2   0   0   1   0   1   0   0   9]]"
deepseek_test_predictions_with_experts_5_checkability.csv,deepseek,5.0,deepseek_k5,1267,0.6606156274664562,0.6494736842105263,0.8641456582633054,0.7415865384615384,"[[617  97]
 [333 220]]",0.7845303867403315,1267,"[[  0   0   0   0   0   0   0]
 [  1  38   1   7   0   2   8]
 [  0   0  99  12   0   3   8]
 [  0   9  11 290   4  10  54]
 [  0   2   0   4   4   0  23]
 [  0   1   4  18   1  28   9]
 [  3   7   2  63   0   6 535]]"
deepseek_test_predictions_with_experts_8_2.csv,deepseek,,deepseek_k8,1267,0.5895816890292028,0.5981781376518218,0.8277310924369747,0.6944770857814336,"[[591 123]
 [397 156]]",0.3796369376479874,1267,"[[185   4   1  42   4 224   3  10]
 [  4  26   1   0   0  23   0   2]
 [  8   0  50   3   2  56   0   3]
 [  6   0   1  91   2  41   0   2]
 [  8   1  14  21  46  50   2   3]
 [  6   0   0   3   0  24   1   0]
 [ 68   5   9   8   6  92  32  13]
 [  6   1   1   2   0  23   1  27]]"
deepseek_test_predictions_with_experts_8_checkability.csv,deepseek,8.0,deepseek_k8,1267,0.6093133385951065,0.5966460723742277,0.9467787114845938,0.7319978343259339,"[[676  38]
 [457  96]]",0.7411207576953434,1267,"[[  0   0   0   0   0   0   0   0   0]
 [  1 387   6   1  27   9   4  30   8]
 [  1  11  35   1   0   0   3   4   1]
 [  0   6   0  94   3  10   0   5   4]
 [  2   8   0   3 116  10   0   2   2]
 [  0   2   0  10   9 107   0  14   3]
 [  0  15   1   1   2   0  11   4   0]
 [  0  43  10   8   3   6   1 155   7]
 [  0   9   0   2   1   4   0  11  34]]"
gemma_test_predictions_with_experts_5.csv,gemma,5.0,gemma_k5,1267,0.48855564325177586,0.5850515463917526,0.3179271708683473,0.41197822141560797,"[[227 487]
 [161 392]]",0.7687450670876085,1267,"[[518   3  66  12  16   1]
 [  8  94  13   5   2   0]
 [ 42  15 275  18  25   3]
 [  6   1   5  42   2   1]
 [  6   5   9   3  38   0]
 [ 14   1   8   3   0   7]]"
gemma_test_predictions_with_experts_8.csv,gemma,8.0,gemma_k8,1267,0.5769534333070244,0.6104218362282878,0.6890756302521008,0.6473684210526316,"[[492 222]
 [314 239]]",0.7198105761641673,1267,"[[388  31   2  13  17  13   8   1]
 [  8 115   3  14   0   0   3   0]
 [  4   5  92  15   2   2   2   0]
 [  6   7   5 117   7   1   2   0]
 [ 59   9   6  15 111  14  17   2]
 [  8   1   0   0   2  42   3   0]
 [  7   3   3   5   3   2  38   0]
 [ 15   1   2   1   2   2   2   9]]"
gemma_test_predictions_with_experts_12.csv,gemma,12.0,gemma_k12,1267,0.5927387529597474,0.6187050359712231,0.7226890756302521,0.6666666666666666,"[[516 198]
 [318 235]]",0.6422764227642277,1230,"[[194  36   5   5   8   0   1   4   2   7   1   9   7]
 [ 14  54   3   4   2   1   1   1   4  15   0   2   6]
 [  5   2   7   1   2   0   1   1   1   2   0   1   0]
 [  8   0   1  22   5   0   0   4   0   3   0   1   0]
 [  4   2   3   0  96   1   2   2   2   0   1   0   1]
 [  0   0   0   0   1   3   0   1   6   0   1   2   0]
 [  1   0   0   1   3   0   5   0   2   0   0   0   1]
 [  0   0   0   4   1   1   0  12   6   1   0   0   3]
 [  1   2   1   0   1   6   0   8  99   5   5   1   2]
 [ 14  17  11   4   2   2   0   2  12 146  13  10  23]
 [  3   0   0   0   1   0   0   2   4   3  60   2   6]
 [  5   1   3   1   0   2   0   0   0   5   0  41   3]
 [  6   0   0   3   0   0   0   2   3   9   3   2  51]]"
